parent,child
h5,g__Mycoplasma|s__arthritidis
h9,g__Psychroflexus|s__torquis
h7,g__Pseudomonas|s__poae
222,g__Spiribacter|s__salinus
h0,g__Leucobacter|s__denitrificans
h9,g__Thermotoga|s__sp. RQ2
h0,g__Leclercia|s__sp. LSNIH3
N-Acetyl-D-GlucosamineN-AcetylglucosamineConsumptionimport,g__Faecalibacterium|s__prausnitzii
h1,g__Undibacterium|s__sp. KW1
h2,g__Kocuria|s__sp. BT304
h3,g__Streptomyces|s__sp. P3
p__Firmicutes,g__Bacillus|s__tequilensis
h6,g__Actinobacillus|s__succinogenes
H2SHS-Productionexport,g__Caldivirga|s__maquilingensis
TaurolithocholateConsumptionimport,g__Bifidobacterium|s__bifidum
h5,g__Campylobacter|s__rectus
h4,g__Variovorax|s__sp. RA8
p__Actinobacteria,g__Streptomyces|s__globisporus
h7,g__Mycoplasma|s__pullorum
h3,g__Streptococcus|s__sanguinis
h1,g__Aliivibrio|s__wodanis
h7,g__Xanthomonas|s__sp. GW
h1,g__Lactiplantibacillus|s__Lactobacillus paraplantarum
h5,g__Methanobacterium|s__sp. MB1
h8,g__Chromobacterium|s__violaceum
h9,g__Salipiger|s__Yangia sp. CCB-MM3
16,g__Bifidobacterium|s__pseudocatenulatum
h5,g__Gordonia|s__iterans
h4,g__Synechococcus|s__sp. KORDI-52
h1,g__Chlorobaculum|s__parvum
p__Firmicutes,g__Fructilactobacillus|s__Lactobacillus sanfranciscensis
h2,g__Clostridium|s__novyi
h7,g__Hoeflea|s__phototrophica
h7,g__Advenella|s__mimigardefordensis
h0,g__Ralstonia|s__blood disease bacterium A2-HR MARDI
h9,g__Dickeya|s__sp. CSL RW240
h0,g__Olsenella|s__umbonata
h6,g__Pseudomonas|s__veronii
h9,g__Lacticaseibacillus|s__paracasei
h6,g__Sphingomonas|s__sanxanigenens
h6,g__Streptomyces|s__lincolnensis
h0,g__Pseudomonas|s__sp. IB20
p__Firmicutes,g__Clostridium|s__sp. AWRP
h9,g__Pseudomonas|s__fuscovaginae
h9,g__Citrobacter|s__sp. RHBSTW-00127
h2,g__Citrobacter|s__sp. RHBSTW-00976
h9,g__Halodesulfurarchaeum|s__formicicum
h1,g__Bacillus|s__sp. WP8
h2,g__Sphingosinicella|s__microcystinivorans
96,g__Candidatus Phytoplasma|s__australiense
h0,g__Pectobacterium|s__odoriferum
h2,g__Plantibacter|s__sp. M259
h7,g__Blautia|s__sp. SC05B48
h7,g__Shewanella|s__sediminis
h6,g__Thermanaerovibrio|s__velox
h6,g__Francisella|s__salina
p__Proteobacteria,g__Sphingomonas|s__panacis
NitrateConsumptionimport,g__Bacillus|s__cereus
h8,g__Fastidiosipila|s__sanguinis
p__Actinobacteria,g__Nocardia|s__asteroides
D-XyloseXyloseConsumptionimport,g__Klebsiella|s__pneumoniae
h3,g__Echinicola|s__strongylocentroti
h9,g__Agrobacterium|s__genomosp. 6
h5,g__Pseudodesulfovibrio|s__sp. SRB007
h6,g__Klebsiella|s__sp. LTGPAF-6F
h4,g__Lacticaseibacillus|s__Lactobacillus casei
p__Firmicutes,g__Parageobacillus|s__genomosp. 1
h1,g__Planomicrobium|s__glaciei
h9,g__Francisella|s__sp. LA112445
h3,g__Blattabacterium|s__sp. DPU
4,g__Paenibacillus|s__sp. 37
h4,g__Halomicronema|s__hongdechloris
PectinMacromoleculedegradation,g__Bifidobacterium|s__bifidum
h5,g__Ehrlichia|s__muris
h8,g__Nonlabens|s__sp. MJ115
h6,g__Thiomicrospira|s__sp. S5
PyruvateConsumptionimport,g__Veillonella|s__parvula
UreaConsumptionimport,g__Ureaplasma|s__urealyticum
h1,g__Citrobacter|s__sp. RHBSTW-00678
h4,g__Synechococcus|s__sp. WH 8020
h6,g__Mycoplasma|s__ovipneumoniae
h9,g__Kocuria|s__palustris
h4,g__Mycoplasma|s__bovigenitalium
h8,g__Campylobacter|s__iguaniorum
h5,g__Ochrobactrum|s__sp. MT180101
h8,g__Sphingobium|s__fuliginis
h1,g__Nitrosococcus|s__halophilus
h9,g__Borrelia|s__coriaceae
p__Tenericutes,g__Mycoplasma|s__sp. NEAQ87857
h1,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Plateumaris pusilla
h5,g__Micromonospora|s__krabiensis
h4,g__Gluconobacter|s__albidus
h8,g__Pandoraea|s__oxalativorans
p__Proteobacteria,g__Xanthomonas|s__euvesicatoria
p__Proteobacteria,g__Acetobacter|s__persici
8,g__Mycoplasma|s__fermentans
17,g__Ndongobacter|s__massiliensis
h0,g__Geobacillus|s__sp. 47C-IIb
h1,g__Halorussus|s__sp. RC-68
h4,g__Halolamina|s__sp. CBA1230
h8,g__Ralstonia|s__pickettii
h8,g__Thermovibrio|s__ammonificans
h8,g__Desulfovibrio|s__sp. G11
h2,g__Bacillus|s__tequilensis
h4,g__Borrelia|s__sp. A-FGy1
h7,g__Arenimonas|s__daejeonensis
h4,g__Marinobacter|s__adhaerens
h7,g__Thiocystis|s__violascens
h0,g__Streptococcus|s__pseudopneumoniae
h3,g__Gemmobacter|s__sp. HYN0069
p__Proteobacteria,g__Mannheimia|s__sp. USDA-ARS-USMARC-1261
16,g__Bifidobacterium|s__eulemuris
h8,g__Pseudomonas|s__sp. 1909-1
p__Actinobacteria,g__Streptomyces|s__albulus
h4,g__Porphyromonas|s__asaccharolytica
h8,g__Amycolatopsis|s__sp. YIM 10
h4,g__Citrobacter|s__sp. RHBSTW-00667
h9,g__Staphylococcus|s__sp. 17KM0847
h1,g__Edaphobacter|s__sp. 12200R-103
p__Firmicutes,g__Streptococcus|s__merionis
h8,g__Lysobacter|s__sp. TY2-98
h8,g__Kroppenstedtia|s__pulmonis
h8,g__Pseudomonas|s__marincola
h2,g__Luteimicrobium|s__xylanilyticum
h1,g__Kinneretia|s__sp. DAIF2
5,g__Clostridium|s__butyricum
output,158
h0,g__Marmoricola|s__scoriae
h1,g__Mycoplasma|s__nasistruthionis
h1,g__Campylobacter|s__lanienae
h4,g__Methylobacterium|s__currus
h5,g__Pyrococcus|s__furiosus
h9,g__Geobacillus|s__genomosp. 3
h9,g__Ewingella|s__americana
h9,g__Paraglaciecola|s__psychrophila
h4,g__Oceanobacillus|s__kimchii
h9,g__Thermotoga|s__sp. Cell2
h4,g__Nostoc|s__sp. NIES-3756
h6,g__Aneurinibacillus|s__sp. XH2
h6,g__Geobacillus|s__genomosp. 3
h3,g__Leucobacter|s__triazinivorans
h6,g__Rhizobium|s__daejeonense
h6,g__Aquitalea|s__denitrificans
h8,g__Bacillus|s__paranthracis
p__Proteobacteria,g__Hippea|s__maritima
h0,g__Staphylococcus|s__sp. AntiMn-1
p__Euryarchaeota,g__Methanocaldococcus|s__bathoardescens
h8,g__Urechidicola|s__croceus
TrehaloseConsumptionimport,g__Thermotoga|s__maritima
h5,g__Fusobacterium|s__necrophorum
h0,g__Streptococcus|s__suis
h7,g__Selenomonas|s__sp. Marseille-Q3039
h9,g__Massilia|s__armeniaca
h6,g__Hylemonella|s__gracilis
h5,g__Filomicrobium|s__Candidatus Filomicrobium marinum
h6,g__Microbacterium|s__foliorum
p__Euryarchaeota,g__Thermococcus|s__chitonophagus
h6,g__Campylobacter|s__canadensis
h3,g__Nonlabens|s__sp. MIC269
h8,g__Synechococcus|s__sp. A15-62
h8,g__Rathayibacter|s__sp. VKM Ac-2762
h9,g__Pseudomonas|s__stutzeri
h4,g__Pseudarthrobacter|s__sp. NIBRBAC000502771
h2,g__Nitratiruptor|s__Pseudomonas sp. ADP
h4,g__Pseudomonas|s__sp. MYb193
h3,g__Alteromonas|s__stellipolaris
p__Firmicutes,g__Lactobacillus|s__sp.
h5,g__Companilactobacillus|s__Lactobacillus paralimentarius
h8,g__Streptomyces|s__sp. HF10
h6,g__Marinomonas|s__arctica
15,g__Algibacter|s__sp. L3A6
8,g__Spirosoma|s__sp. KCTC 42546
h6,g__Pseudomonas|s__sp. ACM7
h3,g__Microbacterium|s__sp. Y-01
h0,g__Pseudomonas|s__oryzihabitans
h9,g__Archaeoglobus|s__veneficus
p__Tenericutes,g__Mycoplasma|s__meleagridis
LactoseConsumptionimport,g__Lactobacillus|s__delbrueckii
24,g__Pantoea|s__sp. PSNIH1
p__Cyanobacteria,g__Pseudanabaena|s__sp. ABRG5-3
h0,g__Rhodobaca|s__barguzinensis
h9,g__Gibbsiella|s__quercinecans
h0,g__Brevundimonas|s__sp. M20
h3,g__Anseongella|s__ginsenosidimutans
h1,g__Bacillus|s__vietnamensis
h6,g__Klebsiella|s__sp. WP3-W18-ESBL-02
h4,g__Bradyrhizobium|s__oligotrophicum
h1,g__Thermococcus|s__barophilus
h4,g__Kocuria|s__rhizophila
h5,g__Halorubrum|s__trapanicum
h6,g__Streptomyces|s__sp. CB04723
p__Bacteroidetes,g__Pedobacter|s__sp. JBR3-12
h0,g__Variovorax|s__sp. SRS16
h2,g__Xanthomonas|s__arboricola
h2,g__Streptomyces|s__sp. x4(2010)
h5,g__Gallibacterium|s__anatis
NH3AmmoniaNH4AmmoniumProductionexport,g__Enterobacter|s__cloacae
h7,g__Olivibacter|s__sp. SDN3
h7,g__Atlantibacter|s__hermannii
h8,g__Stenotrophomonas|s__rhizophila
h9,g__Romboutsia|s__sp. CE17
h4,g__Bradyrhizobium|s__japonicum
h9,g__Borreliella|s__Candidatus Borrelia tachyglossi
h6,g__Mycoplasma|s__iowae
h1,g__Mycobacteroides|s__salmoniphilum
h5,g__Hyperthermus|s__butylicus
h4,g__Streptococcus|s__pseudoporcinus
h7,g__Parabacteroides|s__distasonis
0,g__Flavobacterium|s__sp. CJ74
h7,g__Oenococcus|s__sp. UCMA 16435
h6,g__Mycobacterium|s__novum
h2,g__Candidatus Aquiluna|s__sp. UB-MaderosW2red
h2,g__Muricauda|s__sp. 501str8
h8,g__Streptomyces|s__aureoverticillatus
h7,g__Pseudomonas|s__glycinae
p__Proteobacteria,g__Vibrio|s__splendidus
h4,g__Pseudomonas|s__lalkuanensis
D-GalactoseConsumptionimport,g__Bifidobacterium|s__dentium
h4,g__Streptomyces|s__sp. NA02536
p__Actinobacteria,g__Mycobacterium|s__sp. KMS
h8,g__Rhodococcus|s__sp. WAY2
h4,g__Streptomyces|s__finlayi
h3,g__Candidatus Nitrosocosmicus|s__franklandus
h4,g__Klebsiella|s__sp. WP8-S18-ESBL-06
h6,g__Actinopolymorpha|s__singaporensis
h6,g__Brasilonema|s__octagenarum
h2,g__Citrobacter|s__sp. RHBSTW-00903
L-GlutamateL-GlutamicacidGlutamateD-GlutamateConsumptionimport,g__Deinococcus|s__radiodurans
h8,g__Brevibacillus|s__sp. 7WMA2
h1,g__Spiroplasma|s__chrysopicola
h6,g__Tannerella|s__sp. oral taxon HOT-286
h7,g__Shewanella|s__sp. W3-18-1
h2,g__Wolbachia|s__endosymbiont of Drosophila ananassae
h5,g__Neoasaia|s__chiangmaiensis
h3,g__Campylobacter|s__rectus
p__Proteobacteria,g__Haematobacter|s__massiliensis
h3,g__Myroides|s__sp. A21
134,g__Undibacterium|s__parvum
h2,g__Paenibacillus|s__glucanolyticus
h4,g__Shewanella|s__sp. WPAGA9
h8,g__Desulfotomaculum|s__ruminis
h3,g__Deinococcus|s__puniceus
h9,g__Polynucleobacter|s__difficilis
h5,g__Mycobacterium|s__sp. WY10
1,g__Ilyobacter|s__polytropus
h0,g__Alteromonas|s__sp. BL110
h7,g__Corynebacterium|s__sp. NML93-0612
h2,g__Chromobacterium|s__vaccinii
h6,g__Enterovibrio|s__Candidatus Enterovibrio luxaltus
97,g__Lentibacillus|s__sp. CBA3610
h2,g__Caloranaerobacter|s__azorensis
h9,g__Mesorhizobium|s__sp. NZP2077
h2,g__Leuconostoc|s__garlicum
p__Proteobacteria,g__Acinetobacter|s__lwoffii
h2,g__Sphingopyxis|s__sp. MG
h6,g__Streptomyces|s__hundungensis
h0,g__Devriesea|s__agamarum
h4,g__Streptomyces|s__sp. 3211
h9,g__Chryseobacterium|s__aureum
h4,g__Shewanella|s__sp. FDAARGOS_354
12-EthanediolEthyleneglycolConsumptionimport,g__Pelobacter|s__carbinolicus
h2,g__Listeria|s__ivanovii
h5,g__Haemophilus|s__parainfluenzae
h7,g__Streptococcus|s__equinus
h9,g__Candidatus Nanopelagicus|s__limnes
h6,g__Epibacterium|s__mobile
h1,g__Dokdonia|s__sp. PRO95
h2,g__Parasphingopyxis|s__algicola
h5,g__Levilactobacillus|s__Lactobacillus brevis
h4,g__Staphylococcus|s__sciuri
h2,g__Spirosoma|s__radiotolerans
h5,g__Curtobacterium|s__sp. BH-2-1-1
h1,g__Bacillus|s__methanolicus
h4,g__Pseudorhodoplanes|s__sinuspersici
h7,g__Pontivivens|s__sp. MT2928
h6,g__Chryseoglobus|s__indicus
h1,g__Curtobacterium|s__sp. BH-2-1-1
h9,g__Salmonella|s__bongori
h5,g__Pseudomonas|s__cremoricolorata
h5,g__Leifsonia|s__sp. 21MFCrub1.1
p__Proteobacteria,g__Agrobacterium|s__fabrum
h7,g__Flexistipes|s__sinusarabici
39,g__Sphingobium|s__indicum
EthanolProductionexport,g__Streptococcus|s__mitis
h6,g__Bisgaardia|s__hudsonensis
h9,g__Enterobacter|s__sp. Crenshaw
h0,g__Glaciecola|s__nitratireducens
p__Firmicutes,g__Heliorestis|s__convoluta
h3,g__Streptomyces|s__qinzhouensis
LactoseConsumptionimport,g__Bifidobacterium|s__bifidum
h4,g__Corynebacterium|s__resistens
D-GlucoseGlucoseConsumptionimport,g__Bacteroides|s__xylanisolvens
h4,g__Aquimarina|s__sp. AD1
h2,g__Pseudomonas|s__sp. SCB32
h0,g__Natrarchaeobaculum|s__sulfurireducens
h4,g__Shewanella|s__khirikhana
h7,g__Pseudopropionibacterium|s__propionicum
h5,g__Lactobacillus|s__kefiranofaciens
h0,g__Stenotrophomonas|s__sp. G4
h4,g__Citrobacter|s__sp. Y3
h1,g__Leptothrix|s__cholodnii
h5,g__Aeromonas|s__sp. ASNIH7
h7,g__Virgibacillus|s__sp. SK37
h9,g__Polynucleobacter|s__wuianus
h5,g__Actinobacillus|s__porcitonsillarum
h4,g__Paucilactobacillus|s__Lactobacillus oligofermentans
h6,g__Streptococcus|s__thermophilus
h9,g__Mucilaginibacter|s__gotjawali
h3,g__Cyanobacterium|s__aponinum
318,g__Malaciobacter|s__Arcobacter pacificus
h5,g__Sinorhizobium|s__sp. CCBAU 05631
h4,g__Bradyrhizobium|s__guangzhouense
h5,g__Stenotrophomonas|s__indicatrix
h6,g__Succinivibrio|s__dextrinosolvens
h8,g__Bacillus|s__lentus
h9,g__Streptococcus|s__thermophilus
output,41
22,g__Megasphaera|s__stantonii
h7,g__Thermobacillus|s__composti
h9,g__Dokdonia|s__sp. Dokd-P16
h7,g__Cupriavidus|s__gilardii
h1,g__Streptomyces|s__rimosus
h9,g__Aminobacter|s__sp. MSH1
h9,g__Sphingobium|s__chlorophenolicum
h7,g__Streptomyces|s__antimycoticus
h9,g__Brevundimonas|s__sp. Bb-A
h9,g__Arthrobacter|s__sp. J3.37
h0,g__Paenibacillus|s__naphthalenovorans
h1,g__Pseudonocardia|s__autotrophica
h7,g__Campylobacter|s__sp. RM6137
h3,g__Micromonospora|s__zamorensis
h7,g__Pectobacterium|s__versatile
h3,g__Gemella|s__sp. oral taxon 928
h0,g__Helicobacter|s__canadensis
h0,g__Thermomonas|s__sp. SY21
h6,g__Chitinophaga|s__pinensis
h7,g__Streptomyces|s__sp. NEAU-sy36
p__Proteobacteria,g__Salipiger|s__Yangia sp. CCB-MM3
h8,g__Rhodopirellula|s__baltica
h7,g__Pseudomonas|s__sp. NS1(2017)
h5,g__Neorickettsia|s__risticii
h1,g__Bacillus|s__cytotoxicus
h0,g__Bacillus|s__sp. MD-5
220,g__Legionella|s__longbeachae
h0,g__Halomonas|s__sp. HL-93
h2,g__Pseudomonas|s__sp. DY-1
h2,g__Paracoccus|s__kondratievae
h0,g__Mycobacterium|s__branderi
h3,g__Agrobacterium|s__sp. 33MFTa1.1
h3,g__Mycolicibacterium|s__litorale
h4,g__Mycobacterium|s__sp. DL592
h7,g__Psychroserpens|s__sp. NJDZ02
h8,g__Enterobacter|s__sp. RHBSTW-00175
h3,g__Desulfotomaculum|s__reducens
h1,g__Methyloceanibacter|s__caenitepidi
h2,g__Ruminiclostridium|s__cellulolyticum
h9,g__Nocardioides|s__sp. dk3136
h5,g__Kozakia|s__baliensis
h7,g__Pseudanabaena|s__sp. ABRG5-3
h5,g__Streptomyces|s__sp. YIM 121038
h3,g__Aeromonas|s__hydrophila
h3,g__Acinetobacter|s__lactucae
h6,g__Ereboglobus|s__luteus
h5,g__Thermococcus|s__peptonophilus
h9,g__Amycolatopsis|s__japonica
p__Firmicutes,g__Tetragenococcus|s__osmophilus
h3,g__Gemmatimonas|s__sp. TET16
h9,g__Providencia|s__sneebia
h7,g__Campylobacter|s__sp. CGEMS
h3,g__Desulfomonile|s__tiedjei
h3,g__Sulfurospirillum|s__deleyianum
h9,g__Enterobacter|s__sp. RHBSTW-00422
h3,g__Actinomyces|s__sp. Z16
h8,g__Pseudoalteromonas|s__spongiae
h4,g__Frigoriglobus|s__tundricola
h0,g__Bacillus|s__sp. X1(2014)
h0,g__Pseudomonas|s__sp. S-6-2
h0,g__Pseudomonas|s__sp. LG1E9
h0,g__Acinetobacter|s__indicus
h6,g__Lichenihabitans|s__psoromatis
h2,g__Citrobacter|s__werkmanii
h1,g__Paracoccus|s__yeei
h2,g__Olivibacter|s__sp. LS-1
h2,g__Bradyrhizobium|s__sp. TM102
h8,g__Staphylococcus|s__piscifermentans
h6,g__Amycolatopsis|s__sp. BJA-103
h8,g__Mycetohabitans|s__rhizoxinica
h9,g__Streptococcus|s__sp. NCTC 11567
h7,g__Methyloligella|s__sp. GL2
h2,g__Halomonas|s__sp. GT
h3,g__Candidatus Syntrophocurvum|s__alkaliphilum
h3,g__Denitratisoma|s__sp. DHT3
h0,g__Lentilitoribacter|s__sp. Alg239-R112
h2,g__Nonlabens|s__sp. Ci31
h7,g__Nostoc|s__flagelliforme
h6,g__Mycoplasma|s__crocodyli
h0,g__Mycoplasmopsis|s__columboralis
h8,g__Natronococcus|s__occultus
h1,g__Pseudomonas|s__sp. R1-43-08
h0,g__Olivibacter|s__sp. SDN3
h6,g__Nitrososphaera|s__Candidatus Nitrososphaera gargensis
195,g__Enterobacter|s__sp. JUb54
h4,g__Aliivibrio|s__fischeri
h1,g__Wolbachia|s__endosymbiont of Diaphorina citri
h5,g__Thalassospira|s__xiamenensis
h6,g__Haematobacter|s__massiliensis
h2,g__Streptomyces|s__roseochromogenus
h6,g__Pseudoalteromonas|s__arabiensis
h8,g__Arcobacter|s__butzleri
h4,g__Halomonas|s__socia
h7,g__Acinetobacter|s__sp. Ac-14
p__Actinobacteria,g__Microbacterium|s__sp. No. 7
p__Proteobacteria,g__Pseudomonas|s__sp. R32
h2,g__Bradyrhizobium|s__genosp. L
8,g__Thermodesulfobacterium|s__commune
h2,g__Formosa|s__sp. Hel1_31_208
h5,g__Mycobacterium|s__ulcerans
h0,g__Thalassolituus|s__oleivorans
h5,g__Pantoea|s__sp. MT58
h3,g__Granulicella|s__mallensis
h9,g__Streptomyces|s__olivoreticuli
p__Proteobacteria,g__Thalassotalea|s__sp. LPB0316
h8,g__Mannheimia|s__sp. BNO311
CellobioseConsumptionimport,g__Aeromicrobium|s__marinum
h3,g__Gallibacterium|s__anatis
h9,g__Erythrobacter|s__sp. HL-111
p__Crenarchaeota,g__Acidianus|s__sulfidivorans
h4,g__Reinekea|s__forsetii
h0,g__Arsenicicoccus|s__sp. oral taxon 190
MethaneCH4Productionexport,g__Methanobrevibacter|s__smithii
h1,g__Lacimicrobium|s__alkaliphilum
h8,g__Mycolicibacterium|s__duvalii
h3,g__Polaribacter|s__sp. KT25b
h2,g__Salinicoccus|s__sp.
h6,g__Paenarthrobacter|s__sp. YJN-D
h9,g__Enterococcus|s__hirae
h6,g__Parashewanella|s__spongiae
h4,g__Thiosulfativibrio|s__zosterae
h6,g__Enterococcus|s__hirae
h5,g__Gordonia|s__rubripertincta
152,g__Limosilactobacillus|s__Lactobacillus pontis
p__Proteobacteria,g__Acinetobacter|s__guillouiae
h1,g__Pseudomonas|s__azotoformans
h3,g__Geoglobus|s__acetivorans
h9,g__Oenococcus|s__sicerae
h3,g__Streptococcus|s__constellatus
h6,g__Staphylococcus|s__pasteuri
h2,g__Mycoplasma|s__pneumoniae
h0,g__Marinitoga|s__sp. 1137
h1,g__Allopseudarcicella|s__aquatilis
h9,g__Lactobacillus|s__jensenii
h2,g__Halalkaliarchaeum|s__desulfuricum
h3,g__Candidatus Halobonum|s__Halobonum sp. Gai3-2
h6,g__Deinococcus|s__metallilatus
p__Bacteroidetes,g__Blattabacterium|s__clevelandi
h8,g__Thermocrinis|s__minervae
h6,g__Wigglesworthia|s__glossinidia
h1,g__Plantactinospora|s__sp. BC1
h7,g__Geobacter|s__sp. M21
h1,g__Kosakonia|s__cowanii
h2,g__Chryseobacterium|s__taihuense
h5,g__Novosphingobium|s__tardaugens
h2,g__Megasphaera|s__stantonii
h4,g__Candidatus Kinetoplastibacterium|s__sorsogonicusi
h1,g__Oceanicoccus|s__sagamiensis
h1,g__Massilia|s__albidiflava
h0,g__Vibrio|s__sp. HDW18
h0,g__Microbacterium|s__amylolyticum
h4,g__Borreliella|s__garinii
h6,g__Leclercia|s__sp. W17
h2,g__Synechococcus|s__sp. BMK-MC-1
h3,g__Muricauda|s__lutaonensis
14,g__Geobacillus|s__sp. 44B
h1,g__Paenibacillus|s__sp. PAMC21692
p__Proteobacteria,g__Pandoraea|s__vervacti
h1,g__Alteromonas|s__sp. MB-3u-76
h5,g__Serratia|s__sp. P2ACOL2
h8,g__Pseudomonas|s__brassicacearum
h9,g__Deinococcus|s__sp. AJ005
h2,g__Streptomyces|s__sp. S1D4-14
h4,g__Chitinibacter|s__fontanus
h6,g__Streptomyces|s__sp. Rer75
h0,g__Fusobacterium|s__gonidiaformans
h9,g__Sulfuritalea|s__hydrogenivorans
h9,g__Sulfolobus|s__sp. NOB8H2
h5,g__Marinomonas|s__arctica
h2,g__Mycoplasma|s__sp. Phocoena C-264-GEN
h7,g__Agrococcus|s__sp. SGAir0287
p__Firmicutes,g__Bacillus|s__sp. HNA3
h0,g__Altererythrobacter|s__sp. B11
h3,g__Arthrobacter|s__sp. 24S4-2
h5,g__Streptomyces|s__sp. NEAU-S7GS2
p__Actinobacteria,g__Candidatus Planktophila|s__versatilis
4,g__Phoenicibacter|s__congonensis
h3,g__Pyrobaculum|s__ferrireducens
h0,g__Saccharopolyspora|s__spinosa
H2SHS-Productionexport,g__Desulfovibrio|s__desulfuricans
D-FructoseFructoseConsumptionimport,g__Lactobacillus|s__delbrueckii
p__Crenarchaeota,g__Pyrodictium|s__delaneyi
h1,g__Halorhabdus|s__utahensis
h5,g__Marinobacter|s__hydrocarbonoclasticus
h6,g__Oleispira|s__antarctica
h2,g__Herminiimonas|s__arsenicoxydans
h5,g__Methanothrix|s__soehngenii
h1,g__Treponema|s__pallidum
p__Proteobacteria,g__Xanthomonas|s__campestris
D-GlucuronicacidD-GlucuronateConsumptionimport,g__Escherichia|s__coli
h8,g__Novosphingobium|s__sp. KA1
h7,g__Nonlabens|s__spongiae
h7,g__Pelosinus|s__fermentans
h5,g__Diaphorobacter|s__aerolatus
h8,g__Pseudomonas|s__asiatica
h4,g__Pedobacter|s__sp. SW-16
h7,g__Synechococcus|s__sp. BIOS-U3-1
p__Firmicutes,g__Listeria|s__ivanovii
h2,g__Pseudomonas|s__sp. Lz4W
h8,g__Apibacter|s__raozihei
h8,g__Renibacterium|s__salmoninarum
h8,g__Cellulomonas|s__sp. 40-2
h5,g__Natrinema|s__sp. YPL30
h9,g__Campylobacter|s__coli
h5,g__Streptomyces|s__sp. CC0208
h7,g__Paenibacillus|s__peoriae
h0,g__Streptomyces|s__sp. CCM_MD2014
h1,g__Vibrio|s__sp. dhg
h4,g__Shewanella|s__amazonensis
77,g__Thalassotalea|s__crassostreae
h5,g__Leptospira|s__kmetyi
h7,g__Haloferax|s__volcanii
h9,g__Streptomyces|s__sp. INR7
h9,g__Anabaena|s__cylindrica
h6,g__Buttiauxella|s__sp. 3AFRM03
h6,g__Lactococcus|s__lactis
h9,g__Pseudomonas|s__sp. SWI7
h7,g__Pseudomonas|s__Candidatus Pseudomonas adelgestsugas
h6,g__Sphingomonas|s__sediminicola
h7,g__Citrobacter|s__sp. LUTT5
h3,g__Teredinibacter|s__sp. Bs08
h4,g__Arachidicoccus|s__ginsenosidivorans
h8,g__Psychromonas|s__ingrahamii
h8,g__Hyphomonas|s__sp. Mor2
h2,g__Dermacoccus|s__nishinomiyaensis
h1,g__Methylobacterium|s__terrae
h4,g__Acetohalobium|s__arabaticum
h7,g__Campylobacter|s__fetus
p__Proteobacteria,g__Ehrlichia|s__chaffeensis
h1,g__Shewanella|s__halifaxensis
6,g__Flavobacterium|s__columnare
h4,g__Desulfotalea|s__psychrophila
h0,g__Salinivirga|s__cyanobacteriivorans
h1,g__Thermovirga|s__lienii
h5,g__Cohnella|s__candidum
h1,g__Spiroplasma|s__diminutum
h8,g__Microcystis|s__panniformis
h2,g__Streptomyces|s__sp. EN27
h1,g__Pseudomonas|s__sp. TKP
h2,g__Cupriavidus|s__basilensis
h6,g__Wolbachia|s__endosymbiont of Drosophila simulans
h0,g__Comamonas|s__kerstersii
h1,g__Cryobacterium|s__sp.
h2,g__Pseudomonas|s__sp. R2-37-08W
h9,g__Microbacterium|s__hominis
h5,g__Cellulomonas|s__sp. Y8
h8,g__Variovorax|s__paradoxus
h8,g__Pseudomonas|s__sp. S34
h5,g__Bacillus|s__sp. 1s-1
h7,g__Cronobacter|s__condimenti
h9,g__Methylocystis|s__rosea
h9,g__Paraoerskovia|s__marina
h3,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia crassipes
p__Tenericutes,g__Mycoplasma|s__cynos
h3,g__Croceicoccus|s__marinus
p__Proteobacteria,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia piscatrix
h6,g__Nostoc|s__sp. 'Lobaria pulmonaria (5183) cyanobiont'
h8,g__Vibrio|s__casei
h8,g__Streptomyces|s__sp. 44030
h7,g__Rhizobium|s__selenitireducens
h2,g__Bacillus|s__sp. HNA3
h9,g__Hymenobacter|s__baengnokdamensis
h4,g__Polaribacter|s__sp. ALD11
h6,g__Spirosoma|s__sp. PL0136
h7,g__Parabacteroides|s__sp. CT06
h8,g__Loigolactobacillus|s__Lactobacillus coryniformis
h2,g__Candidatus Pelagibacter|s__sp. RS39
h8,g__Thermoanaerobacter|s__italicus
h4,g__Bacillus|s__intestinalis
h7,g__Virgibacillus|s__sp. Bac330
h4,g__Paenibacillus|s__sp. JNUCC-31
h4,g__Spiroplasma|s__apis
h9,g__Starkeya|s__novella
L-TyrosineTyrosineConsumptionimport,g__Clostridium|s__botulinum
p__Euryarchaeota,g__Methanosarcina|s__barkeri
h1,g__Microbacterium|s__sp. PM5
h1,g__Corynebacterium|s__sp. 2183
h1,g__Enterococcus|s__sp. M190262
h4,g__Mesorhizobium|s__japonicum
h3,g__Mycobacterium|s__heidelbergense
h5,g__Mycoplasma|s__ovis
h2,g__Enterobacter|s__sp. E76
h8,g__Methylobacterium|s__sp. C1
50,g__Nonlabens|s__sediminis
p__Proteobacteria,g__Citrobacter|s__sp. SNU WT2
p__Actinobacteria,g__Ruania|s__sp. HY168
p__Proteobacteria,g__Rhizobium|s__sp. Y9
h0,g__Chryseoglobus|s__indicus
h6,g__Streptomyces|s__griseus
h7,g__Acinetobacter|s__schindleri
h9,g__Chlorobaculum|s__limnaeum
h2,g__Shewanella|s__japonica
