parent,child
h1,g__Empedobacter|s__brevis
h3,g__Clostridium|s__acetobutylicum
0,g__Pseudopedobacter|s__saltans
h8,g__Alcanivorax|s__borkumensis
k__Bacteria,g__Cellvibrio|s__japonicus
h5,g__Catenulispora|s__acidiphila
h5,g__Thermococcus|s__profundus
h1,g__Variovorax|s__sp. PBS-H4
h3,g__Fusobacterium|s__varium
h2,g__Geobacter|s__anodireducens
h7,g__Auraticoccus|s__monumenti
h0,g__Mycobacterium|s__colombiense
h0,g__Variovorax|s__boronicumulans
h4,g__Paracoccus|s__yeei
56,g__Thermochromatium|s__tepidum
h2,g__Variovorax|s__sp. SRS16
h4,g__Rhodoplanes|s__sp. Z2-YC6860
h1,g__Macrococcus|s__caseolyticus
h6,g__Ferrovibrio|s__terrae
h6,g__Shewanella|s__benthica
h6,g__Nitratiruptor|s__sp. SB155-2
h5,g__Brucella|s__sp. 09RB8471
h8,g__Desulfotalea|s__psychrophila
h8,g__Lelliottia|s__Enterobacteriaceae endosymbiont of Donacia semicuprea
h9,g__Salipiger|s__profundus
h2,g__Rhodococcus|s__sp. ABRD24
h4,g__Marinobacter|s__salinus
h2,g__Frankia|s__sp. EAN1pec
h5,g__Sinomonas|s__atrocyanea
h9,g__Pseudomonas|s__azotoformans
k__Bacteria,g__Nostoc|s__sp. TCL26-01
h8,g__Ramlibacter|s__tataouinensis
h7,g__Parashewanella|s__tropica
h4,g__Rhodococcus|s__sp. H-CA8f
h9,g__Paenibacillus|s__sp. Cedars
k__Bacteria,g__Neptunomonas|s__concharum
h7,g__Elizabethkingia|s__anophelis
H2HydrogenProductionexport,g__Roseburia|s__intestinalis
h6,g__Mycolicibacterium|s__rutilum
h5,g__Enterococcus|s__avium
h8,g__Mycolicibacterium|s__frederiksbergense
h9,g__Acidithiobacillus|s__ferrooxidans
h3,g__Saccharopolyspora|s__erythraea
h3,g__Candidatus Cytomitobacter|s__primus
h7,g__Blattabacterium|s__sp. (Mastotermes darwiniensis)
h6,g__Mycoplasma|s__sp. Mirounga ES2806-GEN
h4,g__Pseudomonas|s__vancouverensis
h5,g__Mesoplasma|s__lactucae
h8,g__Clostridium|s__tyrobutyricum
H2SHS-Productionexport,g__Desulfovibrio|s__magneticus
h6,g__Pragia|s__fontium
h3,g__Variibacter|s__gotjawalensis
h0,g__Schaalia|s__odontolytica
h1,g__Rickettsia|s__conorii
h4,g__Pandoraea|s__sputorum
h7,g__Paenibacillus|s__beijingensis
h7,g__Pusillimonas|s__sp. T7-7
h8,g__Candidatus Purcelliella|s__pentastirinorum
h9,g__Sandaracinus|s__amylolyticus
h1,g__Lacrimispora|s__sphenoides
h9,g__Janthinobacterium|s__agaricidamnosum
h3,g__Enterococcus|s__durans
h5,g__Streptomyces|s__sp. fd1-xmd
h7,g__Neisseria|s__polysaccharea
h8,g__Rhizobium|s__sp. WL3
k__Bacteria,g__Neisseria|s__dentiae
h1,g__Alistipes|s__finegoldii
h0,g__Shigella|s__flexneri
h6,g__Streptomyces|s__sp. S1D4-20
h3,g__Pseudomonas|s__sp. StFLB209
k__Archaea,g__Thermoproteus|s__uzoniensis
h2,g__Streptomyces|s__bacillaris
h2,g__Bombella|s__sp. KACC 21507
h0,g__Cylindrospermopsis|s__curvispora
h6,g__Enterococcus|s__faecium
h2,g__Pseudoalteromonas|s__spongiae
h1,g__Cellulomonas|s__sp. JZ18
h9,g__Bacillus|s__licheniformis
k__Bacteria,g__Fastidiosipila|s__Clostridiales bacterium Choco116
h0,g__Microbulbifer|s__sp. SH-1
h1,g__Pyrobaculum|s__neutrophilum
h6,g__Thermococcus|s__sibiricus
h8,g__Caproiciproducens|s__sp. 7D4C2
h6,g__Xanthomonas|s__sp. SS
h3,g__Chryseobacterium|s__shandongense
k__Bacteria,g__Leptospira|s__mayottensis
h3,g__Staphylococcus|s__simiae
h4,g__Corynebacterium|s__rouxii
h4,g__Citrobacter|s__sp. RHBSTW-00570
h3,g__Nostoc|s__linckia
h6,g__Moraxella|s__bovis
h7,g__Pandoraea|s__norimbergensis
h0,g__Shewanella|s__sp. MEBiC00475
h6,g__Starkeya|s__sp. ORNL1
k__Bacteria,g__Synechococcus|s__sp. A18-25c
h3,g__Collimonas|s__arenae
h7,g__Leptotrichia|s__trevisanii
6,g__Edwardsiella|s__anguillarum
h4,g__Bacillus|s__methanolicus
h8,g__Archaeoglobus|s__veneficus
h3,g__Pseudomonas|s__extremaustralis
h4,g__Ketogulonicigenium|s__robustum
h7,g__Latilactobacillus|s__Lactobacillus fuchuensis
h2,g__Synechococcus|s__sp. PCC 8807
h4,g__Vibrio|s__coralliilyticus
h4,g__Oleispira|s__antarctica
h1,g__Neoasaia|s__chiangmaiensis
DimethylamineConsumptionimport,g__Methanosphaera|s__stadtmanae
h0,g__Rahnella|s__sp. WMR42
h8,g__Staphylococcus|s__agnetis
h5,g__Microbulbifer|s__agarilyticus
h8,g__Rickettsia|s__rhipicephali
h8,g__Kinneretia|s__sp. DAIF2
k__Bacteria,g__Arcobacter|s__suis
h4,g__Sphingomonas|s__sp. HDW15A
h9,g__Acinetobacter|s__sp. MYb10
h0,g__Scytonema|s__sp. HK-05
h3,g__Aeromonas|s__rivipollensis
h0,g__Synechococcus|s__sp. WH 7803
h7,g__Malaciobacter|s__Arcobacter molluscorum
h5,g__Burkholderia|s__sp. LA-2-3-30-S1-D2
7,g__Pseudomonas|s__stutzeri
h9,g__Nitrososphaera|s__Candidatus Nitrososphaera evergladensis
k__Bacteria,g__Jannaschia|s__sp. CCS1
h3,g__Bartonella|s__elizabethae
h7,g__Chryseobacterium|s__sp. 3008163
h2,g__Prevotella|s__enoeca
h8,g__Aliivibrio|s__salmonicida
h6,g__Carnobacterium|s__divergens
k__Bacteria,g__Paenibacillus|s__barcinonensis
h9,g__Bacillus|s__vietnamensis
h9,g__Streptococcus|s__sp. 1643
h9,g__Enterobacter|s__ludwigii
h7,g__Pseudomonas|s__furukawaii
h8,g__Rhizobium|s__acidisoli
h1,g__Cellulophaga|s__baltica
h2,g__Bradyrhizobium|s__sp. ORS 285
h4,g__Psychrobacter|s__sp. AntiMn-1
h7,g__Diaphorobacter|s__sp. HDW4B
k__Bacteria,g__Deinococcus|s__maricopensis
h1,g__Archaeoglobus|s__fulgidus
h2,g__Desulfobacterium|s__autotrophicum
h9,g__Mesorhizobium|s__sp. M9A.F.Ca.ET.002.03.1.2
h4,g__Corallococcus|s__coralloides
h5,g__Mycobacterium|s__seoulense
k__Bacteria,g__Alteromonas|s__australica
h9,g__Candidatus Fokinia|s__solitaria
k__Bacteria,g__Actinomadura|s__sp. WMMB 499
h0,g__Saprospira|s__grandis
k__Bacteria,g__Stenotrophomonas|s__sp. ESTM1D_MKCIP4_1
k__Bacteria,g__Bacillus|s__sp. KH172YL63
h4,g__Aquimarina|s__sp. AD1
h0,g__Citrobacter|s__sp. RHBSTW-00599
k__Archaea,g__Thermococcus|s__radiotolerans
h0,g__Mycoplasma|s__ovipneumoniae
h6,g__Rhodococcus|s__coprophilus
h3,g__Geobacter|s__bemidjiensis
h7,g__Arthrobacter|s__crystallopoietes
h5,g__Gluconobacter|s__albidus
h5,g__Colwellia|s__sp. PAMC 20917
h4,g__Synechococcus|s__sp. A15-44
h7,g__Porphyrobacter|s__neustonensis
h9,g__Rickettsia|s__africae
k__Bacteria,g__Corynebacterium|s__singulare
h2,g__Leptotrichia|s__buccalis
h5,g__Halomonas|s__sp. YLGW01
h7,g__Rhodococcus|s__sp. NS1
NitrateConsumptionimport,g__Denitrovibrio|s__acetiphilus
h4,g__Streptomyces|s__sp. 11-1-2
h1,g__Phytobacter|s__diazotrophicus
h4,g__Vibrio|s__sp. HBUAS61001
h8,g__Capnocytophaga|s__haemolytica
h5,g__Bacillus|s__tequilensis
h9,g__Rickettsia|s__australis
h0,g__Ralstonia|s__pseudosolanacearum
h4,g__Massilia|s__violaceinigra
h5,g__Micropruina|s__glycogenica
h5,g__Aliarcobacter|s__[Arcobacter] porcinus
h2,g__Rickettsia|s__philipii
2,g__Lachnoclostridium|s__phytofermentans
h2,g__Hymenobacter|s__sp. PAMC 26554
h0,g__Streptomyces|s__sp. W1SF4
h3,g__Saccharothrix|s__syringae
h4,g__Kocuria|s__sp. KD4
h6,g__Staphylococcus|s__simiae
326,g__Synechocystis|s__sp. PCC 6714
h3,g__Prevotella|s__oris
h6,g__Thermomicrobium|s__roseum
h9,g__Filifactor|s__alocis
h2,g__Methanococcus|s__voltae
h8,g__Ancylobacter|s__sp. TS-1
h7,g__Bifidobacterium|s__thermophilum
h6,g__Geobacter|s__bremensis
h9,g__Mesorhizobium|s__huakuii
k__Bacteria,g__Bermanella|s__marisrubri
0,g__Shewanella|s__algae
h2,g__Pseudomonas|s__furukawaii
h5,g__Pseudomonas|s__sp. ATCC 13867
h9,g__Paenibacillus|s__graminis
h9,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Donacia cinerea
h3,g__Bartonella|s__krasnovii
h1,g__Corynebacterium|s__glaucum
h4,g__Nostoc|s__sphaeroides
h1,g__Dictyoglomus|s__turgidum
h9,g__Cloacibacillus|s__porcorum
k__Bacteria,g__Brachyspira|s__intermedia
h4,g__Streptomyces|s__parvulus
h8,g__Wolbachia|s__endosymbiont of Drosophila mauritiana
h8,g__Salinibacterium|s__sp. ZJ450
h3,g__Sedimenticola|s__thiotaurini
h4,g__Mycobacterium|s__leprae
62,g__Streptomyces|s__cavourensis
h0,g__Natronomonas|s__pharaonis
h1,g__Dickeya|s__paradisiaca
h5,g__Clostridium|s__sp. AWRP
NH3AmmoniaNH4AmmoniumProductionexport,g__Pseudomonas|s__savastanoi
h2,g__Francisella|s__tularensis
h1,g__Treponema|s__pedis
h3,g__Streptomyces|s__ferrugineus
h8,g__Hafnia|s__sp. CBA7124
h1,g__Paraburkholderia|s__caribensis
h6,g__Bacterioplanes|s__sanyensis
h5,g__Paracoccus|s__aminophilus
h9,g__Streptococcus|s__oralis
h7,g__Acinetobacter|s__ursingii
SulfateSulfuricacidProductionexport,g__Allochromatium|s__vinosum
h7,g__Bdellovibrio|s__bacteriovorus
h8,g__Dokdonia|s__sp. Dokd-P16
h8,g__Criblamydia|s__sequanensis
h1,g__Cutibacterium|s__acnes
EthanolProductionexport,g__Streptococcus|s__cristatus
h3,g__Sphingopyxis|s__alaskensis
h2,g__Fervidobacterium|s__pennivorans
h6,g__Burkholderia|s__sp. M701
h8,g__Candidatus Nitrosotalea|s__okcheonensis
h7,g__Rickettsia|s__philipii
h3,g__Methanocaldococcus|s__bathoardescens
11,g__Aerosticca|s__soli
LactoseConsumptionimport,g__Bacteroides|s__xylanisolvens
h7,g__Candidatus Nitrosotalea|s__okcheonensis
k__Bacteria,g__Legionella|s__jordanis
k__Bacteria,g__Shigella|s__sonnei
h2,g__Mycolicibacterium|s__alvei
h3,g__Ruminococcus|s__champanellensis
h8,g__Bosea|s__sp. RAC05
h8,g__Pseudomonas|s__rhizosphaerae
h0,g__Blautia|s__sp. YL58
h7,g__Gordonia|s__terrae
0,g__Mycoplasma|s__phocicerebrale
h8,g__Parasedimentitalea|s__marina
h7,g__Caldisericum|s__exile
h8,g__Haloprofundus|s__sp. MHR1
h4,g__Pseudomonas|s__sp. BIOMIG1BAC
h9,g__Planktothrix|s__agardhii
h7,g__Comamonas|s__kerstersii
h1,g__Methylobacterium|s__currus
h1,g__Nitrososphaera|s__Candidatus Nitrososphaera evergladensis
h5,g__Beutenbergia|s__cavernae
k__Bacteria,g__Pseudomonas|s__tolaasii
h3,g__Pseudomonas|s__arsenicoxydans
h5,g__Aquitalea|s__denitrificans
h6,g__Flammeovirga|s__sp. MY04
4-AminobutyrateGABAConsumptionimport,g__Clostridium|s__acetobutylicum
h0,g__Eggerthella|s__sp. HF-1101
h2,g__Carnobacterium|s__sp. CP1
h6,g__Listeria|s__welshimeri
h1,g__Anoxybacillus|s__amylolyticus
h7,g__Microbacterium|s__sp. A18JL200
h7,g__Mycoplasma|s__bovoculi
h8,g__Methanothermobacter|s__sp. THM-2
h7,g__Rickettsia|s__felis
h4,g__Corynebacterium|s__doosanense
h9,g__Sulfitobacter|s__sp. SK011
h7,g__Colwellia|s__beringensis
h9,g__Thioflavicoccus|s__mobilis
h0,g__Ereboglobus|s__luteus
h3,g__Halomonas|s__aestuarii
h8,g__Planctomyces|s__sp. SH-PL62
h3,g__Corynebacterium|s__matruchotii
h7,g__Klebsiella|s__aerogenes
h3,g__Rathayibacter|s__tanaceti
h0,g__Oleiphilus|s__messinensis
h3,g__Immundisolibacter|s__cernigliae
h1,g__Klebsiella|s__grimontii
9,g__Paenisporosarcina|s__antarctica
h1,g__Sphingomonas|s__sp. AE3
h4,g__Streptomyces|s__koyangensis
h0,g__Bacteroides|s__ovatus
output,239
h3,g__Proteus|s__penneri
h6,g__Pseudomonas|s__lactis
h2,g__Candidatus Nitrosotalea|s__okcheonensis
h6,g__Luteimicrobium|s__xylanilyticum
h7,g__Salipiger|s__pacificus
h8,g__Thiocystis|s__violascens
h7,g__Staphylococcus|s__saprophyticus
h4,g__Pajaroellobacter|s__abortibovis
k__Archaea,g__Methanosarcina|s__flavescens
h2,g__Myxococcus|s__hansupus
h6,g__Olsenella|s__umbonata
h2,g__Pseudomonas|s__viridiflava
h8,g__Bifidobacterium|s__breve
h6,g__Vagococcus|s__sp. HDW17A
h5,g__Saccharomonospora|s__viridis
h0,g__Celeribacter|s__manganoxidans
h5,g__Synechococcus|s__sp. PCC 73109
h7,g__Syntrophomonas|s__wolfei
h8,g__Oxynema|s__sp. AP17
h2,g__Candidatus Purcelliella|s__pentastirinorum
h3,g__Dokdonella|s__koreensis
h2,g__Synechococcus|s__elongatus
k__Bacteria,g__Synechococcus|s__sp. TAK9802
h2,g__Kingella|s__oralis
h3,g__Altererythrobacter|s__atlanticus
h2,g__Myxococcus|s__xanthus
k__Bacteria,g__Pseudomonas|s__alcaligenes
h4,g__Methanosarcina|s__thermophila
h7,g__Clostridium|s__butyricum
h6,g__Hypericibacter|s__adhaerens
h7,g__Cryobacterium|s__sp. LW097
h8,g__Gloeomargarita|s__lithophora
h0,g__Nonlabens|s__sp. MJ115
h2,g__Marinovum|s__algicola
h4,g__Pseudomonas|s__sp. SXM-1
h5,g__Parascardovia|s__denticolens
h7,g__Proteus|s__penneri
h5,g__Nitrososphaera|s__viennensis
h5,g__Lysinibacillus|s__fusiformis
h8,g__Alteromonas|s__mediterranea
h8,g__Novosphingobium|s__sp. ES2-1
h4,g__Geobacillus|s__thermodenitrificans
h7,g__Thermoanaerobacter|s__mathranii
h2,g__Mycoplasma|s__bovoculi
h4,g__Arthrobacter|s__sp. U41
h5,g__Aggregatibacter|s__segnis
h9,g__Candidatus Annandia|s__adelgestsuga
h4,g__Staphylococcus|s__schweitzeri
h5,g__Kordia|s__antarctica
224,g__Bacillus|s__mobilis
h0,g__Nocardioides|s__anomalus
h2,g__Pandoraea|s__apista
h5,g__Curtobacterium|s__sp. Csp2
output,291
h4,g__Synechococcus|s__sp. PCC 7003
h3,g__Shewanella|s__sp. SNU WT4
h4,g__Thermogladius|s__calderae
h6,g__Cupriavidus|s__basilensis
h8,g__Fibrobacter|s__succinogenes
h8,g__Moraxella|s__ovis
h8,g__Thermococcus|s__sp. IRI35c
h4,g__Mycoplasma|s__salivarium
h5,g__Marivivens|s__sp. JLT3646
h0,g__Capnocytophaga|s__sp. oral taxon 864
h0,g__Acinetobacter|s__sp. NCu2D-2
h3,g__Cystobacter|s__fuscus
k__Bacteria,g__Enterocloster|s__bolteae
h7,g__Myxococcus|s__hansupus
h0,g__Rhodococcus|s__coprophilus
h1,g__Sphingobium|s__chlorophenolicum
h1,g__Pseudoalteromonas|s__atlantica
8,g__Sphingobacterium|s__sp. B29
53,g__Nocardioides|s__sp. zg-579
h7,g__Bradyrhizobium|s__sp. 323S2
h8,g__Selenomonas|s__sp. oral taxon 136
h4,g__Streptomyces|s__sp. 44030
h8,g__Vibrio|s__sp. 23023
h6,g__Casimicrobium|s__huifangae
h1,g__Vogesella|s__sp. LIG4
h5,g__Streptomyces|s__ambofaciens
k__Bacteria,g__Enterococcus|s__mundtii
k__Bacteria,g__Lentibacillus|s__amyloliquefaciens
h2,g__Staphylococcus|s__carnosus
h0,g__Mycobacterium|s__xenopi
302,g__Actinomadura|s__verrucosospora
h0,g__Mycoplasma|s__phocirhinis
h2,g__Pseudonocardia|s__sp. EC080619-01
h5,g__Xenorhabdus|s__hominickii
h1,g__Streptomyces|s__atratus
h0,g__Thermomicrobium|s__roseum
h8,g__Mycoplasmopsis|s__columboralis
h4,g__Streptococcus|s__suis
h8,g__Pantoea|s__eucalypti
h5,g__Brevirhabdus|s__pacifica
21,g__Campylobacter|s__fetus
TrimethylamineConsumptionimport,g__Methanosarcina|s__acetivorans
h0,g__Methanopyrus|s__sp. KOL6
h1,g__Pedobacter|s__sp. PACM 27299
h2,g__Desulfosporosinus|s__acidiphilus
6,g__Enterobacter|s__hormaechei
h1,g__Acetobacter|s__ascendens
h4,g__Thermoanaerobacter|s__wiegelii
h0,g__Pseudoalteromonas|s__translucida
h1,g__Actinomarinicola|s__tropica
h4,g__Microbacterium|s__sp. HY82
h4,g__Janthinobacterium|s__sp. SNU WT3
h4,g__Halobacteriovorax|s__marinus
h5,g__Cyanobium|s__sp. NIES-981
h8,g__Mycoplasma|s__gallisepticum
h0,g__Mixta|s__calida
h7,g__Sulfurimonas|s__sp. CVO
h4,g__Streptomyces|s__katrae
h4,g__Halomonas|s__sp. HL-93
h9,g__Mycobacterium|s__haemophilum
h4,g__Alkalilimnicola|s__ehrlichii
h3,g__Kangiella|s__koreensis
h3,g__Acidovorax|s__sp. JMULE5
h6,g__Candidatus Protochlamydia|s__naegleriophila
BicarbonateHCO3-H2CO3CarbonicacidCarbonateConsumptionimport,g__Methanobrevibacter|s__smithii
h5,g__Spartinivicinus|s__ruber
h3,g__Tatumella|s__morbirosei
h1,g__Staphylococcus|s__chromogenes
h5,g__Synechococcus|s__sp. MEDNS5
h9,g__Bordetella|s__avium
H2HydrogenProductionexport,g__Pyrococcus|s__furiosus
h0,g__Lactobacillus|s__sp.
13,g__Streptococcus|s__periodonticum
h3,g__Fibrobacter|s__succinogenes
h6,g__Actinomyces|s__sp. 2129
h2,g__Desulfofarcimen|s__acetoxidans
h3,g__Rathayibacter|s__sp. VKM Ac-2762
h8,g__Desulfitobacterium|s__dichloroeliminans
k__Bacteria,g__Sphingomonas|s__sp. sand1-3
h6,g__Kosakonia|s__Enterobacteriaceae endosymbiont of Donacia cincticornis
h1,g__Methylomicrobium|s__sp. wino1
h9,g__Halobacillus|s__litoralis
h3,g__Dickeya|s__dadantii
h2,g__Geoalkalibacter|s__subterraneus
h1,g__Thermococcus|s__peptonophilus
h2,g__Moritella|s__marina
h2,g__Saccharopolyspora|s__erythraea
h8,g__Mycolicibacterium|s__rhodesiae
h8,g__Alienimonas|s__californiensis
h3,g__Streptomyces|s__sp. CFMR 7
h2,g__Streptococcus|s__intermedius
h9,g__Rubrobacter|s__radiotolerans
k__Bacteria,g__Nostoc|s__piscinale
h9,g__Thermosipho|s__sp. 1070
h9,g__Blastomonas|s__sp. RAC04
h1,g__Rickettsia|s__rhipicephali
AcetateProductionexport,g__Bacteroides|s__cellulosilyticus
h0,g__Thioalkalivibrio|s__sp. K90mix
h1,g__Burkholderia|s__sp. KK1
h1,g__Polynucleobacter|s__acidiphobus
h3,g__Massilia|s__umbonata
h4,g__Rickettsia|s__endosymbiont of Ixodes scapularis
h1,g__Peptoclostridium|s__acidaminophilum
h6,g__Rickettsia|s__africae
h2,g__Aquitalea|s__magnusonii
h7,g__Streptococcus|s__sp. CNU 77-61
h7,g__Thermaerobacter|s__sp. PB12/4term
h7,g__Streptomyces|s__sp. F8
h9,g__Shewanella|s__piezotolerans
h1,g__Caulobacter|s__segnis
k__Bacteria,g__Spirosoma|s__sp. TS118
h3,g__Halobiforma|s__lacisalsi
h3,g__Pseudomonas|s__luteola
h6,g__Chloracidobacterium|s__thermophilum
k__Bacteria,g__Brevibacterium|s__sp. 'Marine'
h4,g__Caldicellulosiruptor|s__saccharolyticus
h8,g__Gordonia|s__sp. 1D
h8,g__Methanococcoides|s__burtonii
h8,g__Olleya|s__aquimaris
h0,g__Methylobacterium|s__aquaticum
h0,g__Psychrobacter|s__sp. DAB_AL62B
h1,g__Pleurocapsa|s__minor
h9,g__Latilactobacillus|s__Lactobacillus sakei
h4,g__Mycobacterium|s__chimaera
h2,g__Bernardetia|s__litoralis
output,112
h8,g__Nodularia|s__spumigena
h1,g__Nitrosopumilus|s__adriaticus
h5,g__Komagataeibacter|s__saccharivorans
h0,g__Rhizobium|s__sp. NT-26
h2,g__Paenibacillus|s__lutimineralis
h6,g__Erythrobacter|s__litoralis
h2,g__Nocardioides|s__seonyuensis
h5,g__Mycobacterium|s__gordonae
h6,g__Blattabacterium|s__sp. (Blattella germanica)
k__Bacteria,g__Pseudomonas|s__sp. phDV1
h1,g__Actinomyces|s__sp. 432
h3,g__Mycoplasma|s__columbinasale
h4,g__Streptomyces|s__luteoverticillatus
h5,g__Aeromicrobium|s__sp. MF47
h5,g__Sphingomonas|s__hengshuiensis
h7,g__Streptomyces|s__sp. WAC 01529
h8,g__Variovorax|s__sp. SRS16
h8,g__Chitinophaga|s__sp. XS-30
h7,g__Halorubrum|s__sp. BOL3-1
D-MannoseMannoseConsumptionimport,g__Clostridium|s__acetobutylicum
h6,g__Sphingobacterium|s__sp. DR205
209,g__Vibrio|s__panuliri
h6,g__Anaerococcus|s__prevotii
h7,g__Xanthomonas|s__phaseoli
h0,g__Paenibacillus|s__sp. BIHB4019
h4,g__Paenibacillus|s__sp. IHB B 3084
h8,g__Pelosinus|s__fermentans
h9,g__Streptomyces|s__sp. CCM_MD2014
h1,g__Aequorivita|s__sp. H23M31
h0,g__Agrococcus|s__carbonis
k__Bacteria,g__Candidatus Annandia|s__Enterobacteriaceae endosymbiont of Donacia dentata
h1,g__Rickettsia|s__typhi
h2,g__Brachybacterium|s__saurashtrense
h3,g__Rubrobacter|s__indicoceani
h4,g__Acidilobus|s__sp. 7A
h7,g__Bradyrhizobium|s__sp. CCBAU 51753
h5,g__Sphingomonas|s__sp. CL5.1
k__Bacteria,g__Pseudomonas|s__sp. SK
D-MannitolMannitolConsumptionimport,g__Streptococcus|s__pyogenes
h3,g__Cytobacillus|s__oceanisediminis
h0,g__Enterococcus|s__sp. FDAARGOS_375
h5,g__Dysgonomonas|s__sp. HDW5A
h6,g__Arcobacter|s__lanthieri
h6,g__Methanobrevibacter|s__sp. YE315
h9,g__Haloterrigena|s__turkmenica
h0,g__Flavivirga|s__eckloniae
k__Bacteria,g__Nakamurella|s__sp. s14-144
h2,g__Cyanobacterium|s__aponinum
h9,g__Malaciobacter|s__Arcobacter molluscorum
h5,g__Liquorilactobacillus|s__nagelii
k__Bacteria,g__Agrobacterium|s__rhizogenes
k__Bacteria,g__Streptococcus|s__sobrinus
h7,g__Corynebacterium|s__uterequi
h8,g__Microterricola|s__viridarii
h1,g__Spirosoma|s__aerolatum
h8,g__Psychrobacter|s__sp. DAB_AL32B
h0,g__Burkholderia|s__sp. RPE67
k__Bacteria,g__Synechococcus|s__sp. PCC 7117
h8,g__Spiroplasma|s__floricola
h0,g__Desulfosarcina|s__ovata
16,g__Pseudarthrobacter|s__phenanthrenivorans
h5,g__Desulfobacca|s__acetoxidans
h2,g__Niabella|s__ginsenosidivorans
h7,g__Fervidobacterium|s__nodosum
h1,g__Psychroflexus|s__torquis
h6,g__Halobiforma|s__lacisalsi
h9,g__Halioglobus|s__maricola
h3,g__Dickeya|s__fangzhongdai
h0,g__Entomoplasma|s__luminosum
k__Bacteria,g__Serratia|s__plymuthica
5,g__Clostridium|s__tyrobutyricum
h2,g__Mycolicibacterium|s__poriferae
h8,g__Rodentibacter|s__pneumotropicus
h0,g__Candidatus Vesicomyosocius|s__Bathymodiolus septemdierum thioautotrophic gill symbiont
h6,g__Pseudomonas|s__soli
h9,g__Desulfobacter|s__postgatei
h0,g__Algoriphagus|s__sanaruensis
h7,g__Agrobacterium|s__larrymoorei
h5,g__Bacillus|s__sp. FJAT-42376
k__Bacteria,g__Hydrogenophaga|s__sp. NH-16
h5,g__Breoghania|s__sp. L-A4
h7,g__Leisingera|s__aquaemixtae
h2,g__Prevotella|s__oris
h0,g__Hoeflea|s__phototrophica
h2,g__Pseudomonas|s__salegens
h3,g__Martelella|s__mediterranea
h9,g__Metabacillus|s__sp. KUDC1714
h2,g__Limnospira|s__fusiformis
h2,g__Idiomarina|s__sp. X4
h8,g__Mycolicibacterium|s__duvalii
h7,g__Pseudoalteromonas|s__atlantica
h1,g__Myroides|s__sp. CJ210
h1,g__Burkholderia|s__sp. DHOD12
h5,g__Chitinophaga|s__sp. H33E-04
ButyrateProductionexport,g__Clostridium|s__carboxidivorans
h8,g__Mycoplasma|s__parvum
h2,g__Bradyrhizobium|s__sp. CCBAU 53340
h8,g__Mycoplasma|s__anatis
h1,g__Oligella|s__urethralis
H2HydrogenProductionexport,g__Syntrophus|s__aciditrophicus
h1,g__Flavobacterium|s__psychrophilum
k__Bacteria,g__Simplicispira|s__suum
h5,g__Candidatus Phytoplasma|s__mali
h6,g__Hymenobacter|s__sp. BRD128
h7,g__Neisseria|s__sp. KEM232
h6,g__Planococcus|s__kocurii
12,g__Citrobacter|s__werkmanii
h2,g__Mycobacterium|s__sp. THAF192
h4,g__Oblitimonas|s__alkaliphila
k__Bacteria,g__Sphingosinithalassobacter|s__sp. CS137
h8,g__Martelella|s__endophytica
k__Archaea,g__Pyrodictium|s__delaneyi
h6,g__Micromonospora|s__zamorensis
h9,g__Methylocystis|s__heyeri
h9,g__Mycobacterium|s__gallinarum
h7,g__Desulfomonile|s__tiedjei
h4,g__Streptococcus|s__iniae
h1,g__Corynebacterium|s__sp. ATCC 6931
h1,g__Fusobacterium|s__necrophorum
h4,g__Corynebacterium|s__vitaeruminis
h0,g__Saccharomonospora|s__sp. 31sw
h0,g__Borreliella|s__burgdorferi
h1,g__Mycolicibacterium|s__mageritense
h2,g__Candidatus Midichloria|s__mitochondrii
h4,g__Janthinobacterium|s__svalbardensis
h9,g__Caballeronia|s__sp. SBC2
ButyrateConsumptionimport,g__Desulfovibrio|s__desulfuricans
StarchAmylopectinAmylose14-alpha-D-GlucanPullulanResistantstarchMacromoleculedegradation,g__Bifidobacterium|s__pseudocatenulatum
h1,g__Methanothermococcus|s__okinawensis
h5,g__Pseudomonas|s__lini
11,g__Bosea|s__sp. F3-2
h1,g__Thermofilum|s__uzonense
h7,g__Sphingopyxis|s__sp. LPB0140
h7,g__Halorussus|s__sp. RC-68
h3,g__Serratia|s__sp. 1D1416
L-LeucineLeucineProductionexport,g__Buchnera|s__aphidicola
h9,g__Micrococcus|s__sp. KBS0714
h5,g__Thiobacillus|s__sp.
h5,g__Acidothermus|s__cellulolyticus
h3,g__Pseudomonas|s__balearica
k__Bacteria,g__Corynebacterium|s__segmentosum
h4,g__Loigolactobacillus|s__Lactobacillus backii
h8,g__Belliella|s__baltica
h0,g__Thermus|s__sp. CCB_US3_UF1
h8,g__Pelosinus|s__sp. UFO1
FOSFructooligosaccharideConsumptionimport,g__Bacteroides|s__thetaiotaomicron
h9,g__Mycobacterium|s__basiliense
k__Bacteria,g__Malaciobacter|s__Arcobacter molluscorum
h6,g__Chitinibacter|s__fontanus
h4,g__Sphingobium|s__baderi
h1,g__Ligilactobacillus|s__Lactobacillus saerimneri
h8,g__Rhizobium|s__sp. 007
h6,g__Hahella|s__sp. KA22
4-Aminobenzoatepara-aminoBenzoicacidConsumptionimport,g__Clostridium|s__butyricum
h4,g__Candidatus Koribacter|s__versatilis
